1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y,17x,17y,18x,18y,19x,19y,20x,20y,21x,21y,gesture
0.0,0.9428118453088726,0.26738897258976596,1.0,0.5518609232926328,0.9512445061856233,0.7477323591556265,0.8553137617933279,0.9150582920119007,0.7996122560893789,0.5826169703947075,0.6029049379757115,0.7893064839652741,0.4583033094874836,0.9078955343317342,0.3573482732507377,1.0,0.26967075766613174,0.4567019994784121,0.4969918627298133,0.643304635743252,0.29689181771666745,0.750568890778611,0.17409991160255847,0.8334563464459466,0.07591602139636931,0.30572424777661106,0.4441844101455132,0.4433679728823516,0.23347318175718806,0.525593547241804,0.10395800255393368,0.5975073513025801,0.0014119933532570153,0.12828847277400363,0.4334887463257147,0.145930983644435,0.24444219507988993,0.15127474709498817,0.11658314284835224,0.16684854557889642,0.0,stop
0.0,0.9493029612431374,0.26849074400546924,1.0,0.5491784678446677,0.9522710046343603,0.743422350375834,0.8562439065140829,0.9148557895893766,0.7986225792879039,0.5752689418087356,0.6092766414590339,0.7872574162241772,0.4671719654312787,0.9074488102305065,0.367974026086487,1.0,0.27996059418428026,0.4501841289696967,0.5034213299768435,0.6451476137398499,0.302100832738205,0.7544072546947969,0.17887227340382506,0.8362079825581438,0.07708619436399033,0.29762680620316495,0.4522953276397974,0.4389158542299705,0.23893583412881872,0.5194613469252249,0.10718511768259573,0.5882546411305728,0.0,0.11901866691058566,0.44519211863310315,0.13571207917149122,0.2550484881023573,0.14134601052868928,0.12778250088377832,0.15617768633562285,0.01056764546176016,stop
0.0,0.9501583093395989,0.26689361241482357,1.0,0.5411317299515082,0.9513835565060796,0.7313710809008833,0.8517762680096159,0.9025517865211939,0.7919904667652183,0.5689380513555649,0.6029825078757027,0.781911375525779,0.46339868345416885,0.9047539284276203,0.3655586444406907,1.0,0.27789220331671827,0.4454863779245371,0.49858722474009304,0.639748364129013,0.29679897974537534,0.7477530607742781,0.16881593902903394,0.8282676825372873,0.06269323425996706,0.2941311001237513,0.44907319130823986,0.434978690007471,0.2363507382944455,0.5164667564936636,0.10511950104484483,0.58575621565368,0.0,0.11415868994186394,0.44304506177611214,0.1344829876798146,0.2518222672671383,0.1469266988742649,0.12241490375943724,0.16902049072439213,0.0040376913971526904,stop
0.0,0.9478349183548508,0.2650579519049095,1.0,0.5460955146771699,0.9490591604135209,0.74460207230734,0.8523979809442898,0.916289644262456,0.7934679417232725,0.5812279975843373,0.6036052143274834,0.7878637773066349,0.45955579269577657,0.907116883074076,0.3612697507066969,1.0,0.2751323982717018,0.4560302932261427,0.4990780883434749,0.6527467347815155,0.2965076008534753,0.763272059016663,0.1704894156303702,0.8470329899882667,0.0670459670374101,0.301427519457817,0.44891725673114746,0.4480881273968515,0.2363801636314284,0.5298911478816754,0.10616442221226534,0.5970926553738658,0.00364862391048036,0.11643541630164429,0.4421202903264537,0.13864963507032996,0.24846266759921606,0.1483777452901427,0.11870563437641095,0.16561390866318737,0.0,stop
0.0,0.9485816288804173,0.26284163114755277,1.0,0.5420280809694042,0.9476785970043785,0.7374378205785355,0.8478896674142183,0.9190476474181044,0.7980812270062514,0.5747049809483875,0.6052907752392221,0.7841600331335963,0.4608066358815085,0.9053758273897411,0.3600964831078337,1.0,0.27042915856491595,0.44642580163765594,0.4983474734451749,0.6435286869189474,0.29256234301990564,0.7513996212070629,0.16772142087947028,0.8318989754018794,0.06418203938904878,0.29020406909653224,0.4485260300955966,0.44248574287729375,0.23582122095443897,0.5253035037833069,0.10559310964515933,0.5921569235718789,0.0,0.10332970249818851,0.4434671812159121,0.13367653696394935,0.24843407431738398,0.14756201609551547,0.12057839134011775,0.16619278173263974,0.0025526119514840393,stop
0.0,0.9502224192648397,0.2613219978271697,1.0,0.5370391484777508,0.9477565777000193,0.7351144387717321,0.8509117967163822,0.9085674637430501,0.7971072633458705,0.5688504185893645,0.6045164115786956,0.7803004835612506,0.4618731109765265,0.9039568436546154,0.36247508958222907,1.0,0.27519279670907776,0.44713712871939953,0.500227865813554,0.6388012509497256,0.2967881241736887,0.7459944147509006,0.17013824071077618,0.8269814396471534,0.06536503150582304,0.29665158940202535,0.4486926536379293,0.4356693118660676,0.2343542251085578,0.5123292395804064,0.10446702741979996,0.5768440400847626,0.000590831441861824,0.11568089623670258,0.43930566190175696,0.13138654366810676,0.24531484068606824,0.14068736299351497,0.11729426892866228,0.16069763879688906,0.0,stop
0.0,0.9468108990061898,0.25956889555204987,1.0,0.5358377066653011,0.9506813235355606,0.7298319755956386,0.851095387210019,0.901975390184068,0.7940122428539466,0.56890557175633,0.605568937787675,0.7790180060197182,0.46233763249287524,0.9033577048354395,0.364613434711322,1.0,0.279847294670155,0.4444117313961631,0.5019132850509066,0.6362040939305983,0.2994246899150456,0.744802429100709,0.1744977886069772,0.8270356779480127,0.07081072920593165,0.2931015130870017,0.45107559845813705,0.4354902455121583,0.2373546524153608,0.5126625305183559,0.10710023609257689,0.5769976486076808,0.0025206401469729752,0.11272063469476179,0.4410479356980466,0.13446380249478546,0.24684329510806094,0.144370913743586,0.11836297230883347,0.1627629451823885,0.0,stop
0.0,0.9476299743644078,0.26525940285848765,1.0,0.5411618003029857,0.9459543721510476,0.7330462054155295,0.8459710376758762,0.9025143514994387,0.7909203798974895,0.5685932076019132,0.5994137431629126,0.7777891690627199,0.4561761383461618,0.9023199454893247,0.36028640485116536,1.0,0.2772966798004598,0.4415402183385145,0.4961556171262963,0.6329697599881027,0.2937815924020502,0.7420421687808869,0.16908051232946117,0.826028908244618,0.06497327302304017,0.2894808316079251,0.4471200985273476,0.43262874408854785,0.23292808172798868,0.5121158809753003,0.10364509761122166,0.5775764064246577,0.0,0.11022749859336767,0.4411853872344629,0.13390430685798352,0.24712220163373128,0.14308150646726694,0.11870690822649181,0.15900659035361228,0.0006164013619207097,stop
0.0,0.9484468890260633,0.2592846022696433,1.0,0.5314513146754742,0.9513314251703848,0.721599047949017,0.8536105800425943,0.8901284061516048,0.7958736318297999,0.5660276880044518,0.6041557326193246,0.7776135113322373,0.4634382612457157,0.9030409527002932,0.3671799551323847,1.0,0.28433236135954243,0.4394541127963302,0.49962315623623543,0.6315132527749131,0.2990955433922885,0.7397773982244411,0.1760500395472823,0.8218867227745023,0.07554102418778091,0.2868300121289104,0.44843940582773806,0.429894644358129,0.23674610329023915,0.5103174872915296,0.10501620570270231,0.5783060411713352,0.0,0.10520432217348451,0.43944378049916405,0.12803487809963157,0.24896259821697803,0.13885958820548433,0.12156787213519013,0.1586505103425466,0.005580950366187311,stop
0.0,0.9462134079606136,0.26315020432143543,1.0,0.5358595335555503,0.9505008401629719,0.7242980200035852,0.8516554266144033,0.8897583893189698,0.7932444028277154,0.5650838226430255,0.6085187146491392,0.776988264078832,0.46701009306692565,0.9023282838156594,0.3679922655510959,1.0,0.2817951936718329,0.43819279116540466,0.5028718194642048,0.6303462958530535,0.30025220040879347,0.7391906763893178,0.17580479632803073,0.8223260222618908,0.07363661019619964,0.285110368493186,0.4519672111690412,0.4293488775567586,0.239935468816999,0.5099822019372624,0.10697254457510279,0.5781278516842993,0.0,0.10435035446911649,0.4445088392619495,0.12896241374781076,0.2549119356678096,0.1406087051142988,0.12669389936125391,0.16002644840439667,0.00903276206291702,stop
